ID,UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
79,1474431302,20-09-2016,18:15:02,1.869648289,50,30.39,100,58.31,1.12,06:11:00,18:21:00
80,1473226518,06-09-2016,19:35:18,1.579271835,50,30.41,100,154.77,3.37,06:08:00,18:34:00
81,1477032918,20-10-2016,20:55:18,-0.611786981,46,30.46,98,94.01,6.75,06:19:00,17:56:00
82,1475724622,05-10-2016,17:30:22,83.2357909,56,30.44,99,33.45,2.25,06:14:00,18:08:00
83,1479668720,20-11-2016,09:05:20,608.1192857,51,30.46,88,92.92,3.37,06:34:00,17:42:00
84,1478606102,08-11-2016,01:55:02,10.02227939,45,30.41,40,182.88,3.37,06:27:00,17:45:00
85,1478247018,03-11-2016,22:10:18,-6.182528163,49,30.46,38,157.61,4.5,06:25:00,17:47:00
86,1476470122,14-10-2016,08:35:22,568.3395816,60,30.47,47,71.11,7.87,06:17:00,18:00:00
87,1480128301,25-11-2016,16:45:01,102.7299843,49,30.44,96,134.62,7.87,06:37:00,17:42:00
88,1474358409,19-09-2016,22:00:09,6.169663867,52,30.44,39,149.13,4.5,06:11:00,18:22:00
89,1475435722,02-10-2016,09:15:22,691.2611593,56,30.47,96,97.7,5.62,06:14:00,18:10:00
90,1482986449,28-12-2016,18:40:49,9.990926944,44,30.36,,119.43,2.25,06:56:00,17:52:00
91,1475798120,06-10-2016,13:55:20,299.2183217,57,30.43,96,359.83,3.37,06:15:00,18:07:00
92,1473554122,10-09-2016,14:35:22,408.7357824,60,30.36,,42.55,5.62,06:09:00,18:30:00
93,1482288918,20-12-2016,16:55:18,133.9574231,55,30.48,63,89.49,5.62,06:52:00,17:48:00
94,1478697305,09-11-2016,03:15:05,5.900079242,44,30.4,78,189.06,6.75,06:28:00,17:45:00
95,1473868805,14-09-2016,06:00:05,4.200173782,46,30.4,93,168.47,3.37,06:10:00,18:26:00
96,1481791225,14-12-2016,22:40:25,-2.295836637,42,30.28,49,202.84,11.25,06:49:00,17:46:00
97,1477496417,26-10-2016,05:40:17,2.259830926,45,30.41,32,172.97,6.75,06:21:00,17:52:00
98,1475128822,28-09-2016,20:00:22,4.338364729,53,30.41,69,162.52,5.62,06:13:00,18:14:00
99,1475942120,08-10-2016,05:55:20,2.367149296,46,30.39,89,171.92,6.75,06:15:00,18:05:00
100,1474119305,17-09-2016,03:35:05,-10.56867655,53,30.44,94,137.7,6.75,06:10:00,18:24:00
101,1477035918,20-10-2016,21:45:18,-7.484373136,46,30.45,100,161.67,5.62,06:19:00,17:56:00
102,1478769605,09-11-2016,23:20:05,-0.234035984,48,30.46,34,212.11,4.5,06:28:00,17:45:00
103,1479012304,12-11-2016,18:45:04,9.139868448,52,30.46,60,121.17,1.12,06:30:00,17:44:00
104,1482976250,28-12-2016,15:50:50,260.5955552,47,30.35,100,11.07,5.62,06:56:00,17:52:00
105,1476631219,16-10-2016,05:20:19,0.736995056,,30.49,25,165.54,7.87,06:18:00,17:59:00
106,1482680195,25-12-2016,05:36:35,6.828610593,44,30.43,36,112.32,9,06:55:00,17:51:00
107,1473172820,06-09-2016,04:40:20,-6.910929756,45,30.38,67,164.79,6.75,06:08:00,18:34:00
108,1474785922,24-09-2016,20:45:22,-9.381029343,51,30.5,,163.29,5.62,06:12:00,18:17:00
109,1480155601,26-11-2016,00:20:01,5.040438512,46,30.46,101,101.14,5.62,06:38:00,17:42:00
110,1473042007,04-09-2016,16:20:07,44.74205585,55,30.44,101,17.96,3.37,06:08:00,18:35:00
111,1474080904,16-09-2016,16:55:04,375.6120149,56,30.44,97,34.34,4.5,06:10:00,18:25:00
112,1481651102,13-12-2016,07:45:02,13.85426993,43,30.31,74,250.11,11.25,06:48:00,17:45:00
113,1476309021,12-10-2016,11:50:21,1298.759126,59,30.46,89,125.05,9,06:16:00,18:02:00
114,1479066905,13-11-2016,09:55:05,739.1133475,57,30.48,41,75.33,5.62,06:30:00,17:44:00
115,1474292403,19-09-2016,03:40:03,-5.507917604,48,30.41,50,177.98,4.5,06:11:00,18:22:00
116,1478086520,02-11-2016,01:35:20,2.876000553,43,30.45,41,141.39,9,06:24:00,17:48:00
117,1474343704,19-09-2016,17:55:04,29.96428131,60,,,24.9,2.25,06:11:00,18:22:00
118,1482735954,25-12-2016,21:05:54,3.833780226,47,30.45,101,41.58,7.87,06:55:00,17:51:00
119,1479941701,23-11-2016,12:55:01,868.1516971,52,30.42,84,121.86,10.12,06:36:00,17:42:00
120,1477503917,26-10-2016,07:45:17,333.7599097,54,30.43,20,138.8,,06:21:00,17:52:00
121,1478084118,02-11-2016,00:55:18,-7.966401895,43,30.47,43,170.69,,06:24:00,17:48:00
122,1476989118,20-10-2016,08:45:18,571.760268,52,30.48,61,82.41,,06:19:00,17:56:00
123,1479441921,17-11-2016,18:05:21,-1.827553503,54,30.41,18,144.12,4.5,06:32:00,17:43:00
124,1474346704,19-09-2016,18:45:04,5.280672529,,30.41,,133.23,3.37,06:11:00,18:22:00
125,1473109504,05-09-2016,11:05:04,1007.891243,62,,70,323.51,9,06:08:00,18:35:00
126,1477493117,26-10-2016,04:45:17,-5.604257211,45,30.4,34,175.89,6.75,06:21:00,17:52:00
127,1481399751,10-12-2016,09:55:51,141.5492741,52,30.42,95,214.3,6.75,06:47:00,17:44:00
128,1482844550,27-12-2016,03:15:50,2.275258477,46,30.41,37,134.32,10.12,06:56:00,17:52:00
129,1475360721,01-10-2016,12:25:21,1191.964447,57,30.45,97,61.85,9,06:13:00,18:11:00
130,1479730501,21-11-2016,02:15:01,-3.227545976,46,30.41,93,154.02,3.37,06:35:00,17:42:00
131,1473223522,06-09-2016,18:45:22,15.70657453,51,30.4,98,70.41,3.37,06:08:00,18:34:00
132,1474498222,21-09-2016,12:50:22,1051.714064,59,30.41,81,12.94,10.12,06:11:00,18:20:00
133,1479671118,20-11-2016,09:45:18,457.6160343,,30.46,95,94.02,7.87,06:34:00,17:42:00
134,1482038119,17-12-2016,19:15:19,3.759910898,47,,100,17.85,5.62,06:51:00,17:47:00
135,1479725701,21-11-2016,00:55:01,-3.686729254,45,30.43,76,162.53,11.25,06:35:00,17:42:00
136,1481269249,08-12-2016,21:40:49,6.45323788,51,,59,156.23,3.37,06:45:00,17:44:00
137,1481391349,10-12-2016,07:35:49,37.29953743,,30.41,94,184.86,2.25,06:47:00,17:44:00
138,1481680501,13-12-2016,15:55:01,195.1306718,50,30.28,96,293.19,12.37,06:48:00,17:45:00
139,1478237421,03-11-2016,19:30:21,7.114084586,52,30.44,31,156.06,,06:25:00,17:47:00
140,1475810120,06-10-2016,17:15:20,45.70590565,54,30.43,101,336.52,3.37,06:15:00,18:07:00
141,1482802249,26-12-2016,15:30:49,580.5283949,57,30.42,28,132.09,7.87,06:55:00,17:51:00
142,1472837705,02-09-2016,07:35:05,327.8982296,,30.45,48,124.77,2.25,06:07:00,18:37:00
143,1476499222,14-10-2016,16:40:22,316.3068069,62,30.46,40,92.85,3.37,06:17:00,18:00:00
144,1480431005,29-11-2016,04:50:05,3.511519028,42,30.41,98,179.76,11.25,06:40:00,17:42:00
145,1477126518,21-10-2016,22:55:18,2.347697522,47,30.45,101,143,6.75,06:19:00,17:55:00
146,1483162801,30-12-2016,19:40:01,-7.953542666,45,30.32,98,282.89,7.87,06:57:00,17:54:00
147,1475781627,06-10-2016,09:20:27,633.7289709,56,30.49,90,18.02,2.25,06:15:00,18:07:00
148,1477853722,30-10-2016,08:55:22,158.8917223,49,30.47,102,69.72,4.5,06:23:00,17:49:00
149,1474777821,24-09-2016,18:30:21,-5.873533186,,30.46,99,91.59,4.5,06:12:00,18:17:00
150,1475745326,05-10-2016,23:15:26,0.447444011,51,30.47,90,160.92,4.5,06:14:00,18:08:00
151,1481533824,11-12-2016,23:10:24,-2.91923214,49,30.39,95,47.1,1.12,06:47:00,17:44:00
152,1473769803,13-09-2016,02:30:03,-0.051101736,51,30.44,78,214.61,3.37,06:10:00,18:27:00
153,1481567402,12-12-2016,08:30:02,122.8670534,49,30.38,97,95.23,,06:48:00,17:45:00
154,1476874520,19-10-2016,00:55:20,11.34387855,49,30.44,80,136.75,0,06:19:00,17:56:00
155,1480481101,29-11-2016,18:45:01,-0.893289958,46,30.42,99,81.09,6.75,06:40:00,17:42:00
156,1482356150,21-12-2016,11:35:50,822.3813328,59,30.44,44,358.44,3.37,06:53:00,17:49:00
157,1473666620,11-09-2016,21:50:20,8.292023592,51,30.51,99,180.25,2.25,06:09:00,18:29:00
158,1475906120,07-10-2016,19:55:20,5.768809642,51,30.42,100,104.02,4.5,06:15:00,18:06:00
159,1483081202,29-12-2016,21:00:02,-6.094781138,43,30.31,101,169.97,5.62,06:56:00,17:53:00
160,1477056920,21-10-2016,03:35:20,7.577071353,47,30.4,101,136.02,10.12,06:19:00,17:55:00
161,1480965334,05-12-2016,09:15:34,294.989411,45,30.37,93,284.07,11.25,06:44:00,17:43:00
162,1481639702,13-12-2016,04:35:02,1.526643895,43,30.28,75,256.27,9,06:48:00,17:45:00
163,1482118818,18-12-2016,17:40:18,3.573968345,45,30.41,102,208.71,7.87,06:51:00,17:47:00
164,1478893202,11-11-2016,09:40:02,673.5897803,62,30.52,28,6.79,6.75,06:29:00,17:44:00
165,1477035320,20-10-2016,21:35:20,4.857701151,46,30.46,100,153.22,2.25,06:19:00,17:56:00
166,1482033017,17-12-2016,17:50:17,7.782892457,50,30.28,95,159.74,11.25,06:51:00,17:47:00
167,1476414022,13-10-2016,17:00:22,207.5240348,64,30.44,25,359.93,5.62,06:17:00,18:01:00
168,1476819921,18-10-2016,09:45:21,779.7998107,57,30.46,95,315.09,3.37,06:18:00,17:57:00
169,1479711602,20-11-2016,21:00:02,-1.988343936,48,30.44,102,194,1.12,06:34:00,17:42:00
170,1480450802,29-11-2016,10:20:02,956.724285,49,30.44,98,150.93,4.5,06:40:00,17:42:00
171,1480008602,24-11-2016,07:30:02,78.11668785,45,30.47,100,109.17,9,06:37:00,17:42:00
172,1476546919,15-10-2016,05:55:19,0.631144061,49,30.47,24,170.54,9,06:17:00,17:59:00
173,1477619120,27-10-2016,15:45:20,264.5748226,54,30.38,93,21.66,9,06:22:00,17:51:00
174,1480923034,04-12-2016,21:30:34,10.8177161,45,30.35,93,62.64,4.5,06:43:00,17:43:00
175,1482279617,20-12-2016,14:20:17,681.584871,58,,66,133.27,4.5,06:52:00,17:48:00
176,1479907801,23-11-2016,03:30:01,14.61740834,,,85,168.15,5.62,06:36:00,17:42:00
177,1476258323,11-10-2016,21:45:23,6.296544639,51,30.48,75,181.27,7.87,06:16:00,18:03:00
178,1474657518,23-09-2016,09:05:18,164.9978077,55,30.47,100,107.21,7.87,06:12:00,18:18:00
179,1480846223,04-12-2016,00:10:23,4.403212575,45,30.34,93,114.4,2.25,06:43:00,17:43:00
180,1474879223,25-09-2016,22:40:23,-4.344025973,48,30.46,51,168.29,4.5,06:12:00,18:16:00
181,1472820004,02-09-2016,02:40:04,-3.333829438,51,,69,120.72,6.75,06:07:00,18:37:00
182,1482693686,25-12-2016,09:21:26,384.8397354,,30.47,100,59.98,7.87,06:55:00,17:51:00
183,1475426421,02-10-2016,06:40:21,38.1495911,49,30.44,95,155.93,5.62,06:14:00,18:10:00
184,1478520302,07-11-2016,02:05:02,-0.270463415,48,30.43,28,196.84,10.12,06:27:00,17:46:00
185,1480719010,02-12-2016,12:50:10,103.2830953,45,30.37,93,155.54,,06:42:00,17:42:00
186,1481415049,10-12-2016,14:10:49,51.79804948,51,30.36,100,0.38,5.62,06:47:00,17:44:00
187,1482278118,20-12-2016,13:55:18,732.3999666,57,30.49,67,67.22,9,06:52:00,17:48:00
188,1483030249,29-12-2016,06:50:49,-3.875461951,93.76471648,30.34,100,165.96,4.5,06:56:00,17:53:00
189,1479580218,19-11-2016,08:30:18,527.1852342,54,30.44,53,98.4,6.75,06:34:00,17:42:00
190,1481582102,12-12-2016,12:35:02,178.1202946,51,30.35,101,307.44,3.37,06:48:00,17:45:00
191,1472936104,03-09-2016,10:55:04,469.1100569,62,30.46,80,336.3,,06:08:00,18:36:00
192,1479837304,22-11-2016,07:55:04,98.35252029,48,,103,144.91,9,06:35:00,17:42:00
193,1478128220,02-11-2016,13:10:20,919.4955486,63,30.43,21,2.92,5.62,06:24:00,17:48:00
194,1479184201,14-11-2016,18:30:01,3.53280241,51,30.46,101,122.56,1.12,06:31:00,17:43:00
195,1473967806,15-09-2016,09:30:06,155.6543864,51,30.46,100,165.86,6.75,06:10:00,18:26:00
196,1475533523,03-10-2016,12:25:23,411.8650707,54,,101,359.93,4.5,06:14:00,18:09:00
197,1479187502,14-11-2016,19:25:02,4.875055096,50,30.47,,102.54,4.5,06:31:00,17:43:00
198,1482381349,21-12-2016,18:35:49,-2.249945291,50,30.41,36,149.51,11.25,06:53:00,17:49:00
199,1482973549,28-12-2016,15:05:49,360.6133732,50,30.35,98,91.01,5.62,06:56:00,17:52:00
200,1474692319,23-09-2016,18:45:19,6.598431857,55,30.45,101,63.16,2.25,06:12:00,18:18:00
201,1480928734,04-12-2016,23:05:34,-5.318042927,45,30.35,,238.43,2.25,06:43:00,17:43:00
202,1476069920,09-10-2016,17:25:20,78.1989155,59,30.39,72,34.04,4.5,06:16:00,18:04:00
203,1482596150,24-12-2016,06:15:50,8.712439434,,30.45,89,182.58,11.25,06:54:00,17:50:00
204,1478768102,09-11-2016,22:55:02,-7.108916948,47,30.46,,193.86,5.62,06:28:00,17:45:00
205,1479321903,16-11-2016,08:45:03,512.3866062,60,30.48,14,101.25,12.37,06:32:00,17:43:00
206,1482440750,22-12-2016,11:05:50,799.4302333,57,30.45,81,101.76,9,06:53:00,17:49:00
207,1474659926,23-09-2016,09:45:26,494.6126086,57,30.47,101,138.22,10.12,06:12:00,18:18:00
208,1473213621,06-09-2016,16:00:21,346.7515308,57,30.39,86,63.06,1.12,06:08:00,18:34:00
209,1482004220,17-12-2016,09:50:20,80.96506648,49,30.3,87,0.27,5.62,06:51:00,17:47:00
210,1480010702,24-11-2016,08:05:02,353.1956339,47,30.47,101,144.13,4.5,06:37:00,17:42:00
211,1475076320,28-09-2016,05:25:20,-0.392974676,46,30.37,84,196.6,7.87,06:13:00,18:14:00
212,1480331718,28-11-2016,01:15:18,1.793658875,46,30.44,30,174.02,12.37,06:39:00,17:42:00
213,1479340503,16-11-2016,13:55:03,790.8289736,67,30.41,15,122.45,16.87,06:32:00,17:43:00
214,1472907007,03-09-2016,02:50:07,16.05749223,53,30.41,91,157.61,2.25,06:08:00,18:36:00
215,1478604004,08-11-2016,01:20:04,-10.48665819,45,30.42,40,182.79,6.75,06:27:00,17:45:00
216,1480157102,26-11-2016,00:45:02,10.7113676,45,30.46,101,107.78,3.37,06:38:00,17:42:00
217,1474857022,25-09-2016,16:30:22,418.4885509,59,30.44,81,1.65,3.37,06:12:00,18:16:00
218,1474807822,25-09-2016,02:50:22,6.098125498,47,30.45,71,181.67,7.87,06:12:00,18:16:00
219,1474860922,25-09-2016,17:35:22,97.77708804,59,30.44,74,347.08,7.87,06:12:00,18:16:00
220,1474827918,25-09-2016,08:25:18,533.283705,62,30.48,29,57.63,2.25,06:12:00,18:16:00
221,1472789709,01-09-2016,18:15:09,10.19407442,57,30.44,,125.58,4.5,06:07:00,18:38:00
222,1480962933,05-12-2016,08:35:33,68.66571929,45,30.36,93,249.72,5.62,06:44:00,17:43:00
223,1480997139,05-12-2016,18:05:39,5.217978332,45,30.37,93,329.03,3.37,06:44:00,17:43:00
224,1476023120,09-10-2016,04:25:20,-3.765249865,47,30.39,,178.75,9,06:16:00,18:04:00
225,1476044421,09-10-2016,10:20:21,872.1441104,64,30.44,57,39.84,3.37,06:16:00,18:04:00
226,1474143908,17-09-2016,10:25:08,426.1824546,60,30.5,94,148.79,5.62,06:10:00,18:24:00
227,1475019019,27-09-2016,13:30:19,135.7474318,59,30.37,81,271.05,2.25,06:13:00,18:15:00
228,1479474020,18-11-2016,03:00:20,7.005418668,47,30.42,24,165.79,10.12,06:33:00,17:43:00
229,1475328021,01-10-2016,03:20:21,3.194303674,51,30.43,100,132.21,,06:13:00,18:11:00
230,1474123808,17-09-2016,04:50:08,14.33005991,53,30.45,96,161.12,4.5,06:10:00,18:24:00
231,1481912122,16-12-2016,08:15:22,319.9916724,40,30.26,98,232.16,1.12,06:50:00,17:46:00
232,1473190220,06-09-2016,09:30:20,790.1003508,58,30.42,61,26.45,5.62,06:08:00,18:34:00
233,1481892921,16-12-2016,02:55:21,3.384405996,37,30.2,103,172.21,5.62,06:50:00,17:46:00
234,1479376502,16-11-2016,23:55:02,1.988087715,,30.43,22,161.88,13.5,06:32:00,17:43:00
235,1483108203,30-12-2016,04:30:03,6.578963864,40,30.29,80,189.83,6.75,06:57:00,17:54:00
236,1474707923,23-09-2016,23:05:23,7.732903434,53,30.49,98,216.54,5.62,06:12:00,18:18:00
237,1475406922,02-10-2016,01:15:22,5.420411988,51,30.45,101,142,,06:14:00,18:10:00
238,1478934901,11-11-2016,21:15:01,-1.088591624,51,30.5,,131.69,4.5,06:29:00,17:44:00
239,1482470150,22-12-2016,19:15:50,-7.83344011,50,30.45,26,143.04,9,06:53:00,17:49:00
240,1478653202,08-11-2016,15:00:02,222.465827,56,30.39,88,15.67,4.5,06:27:00,17:45:00
241,1476540620,15-10-2016,04:10:20,1.483708534,50,30.46,,182.26,9,06:17:00,17:59:00
242,1477353918,24-10-2016,14:05:18,847.9198883,56,30.42,80,77.86,9,06:21:00,17:53:00
243,1473257119,07-09-2016,04:05:19,3.152205042,43,30.39,67,176.1,5.62,06:08:00,18:33:00
244,1477826420,30-10-2016,01:20:20,2.467799904,47,30.43,102,126.66,5.62,06:23:00,17:49:00
245,1475180123,29-09-2016,10:15:23,895.2876506,61,30.47,46,37.67,7.87,06:13:00,18:13:00
246,1474065004,16-09-2016,12:30:04,1156.7825,,30.47,84,43.98,4.5,06:10:00,18:25:00
247,1481765403,14-12-2016,15:30:03,339.3586707,54,30.25,86,323.01,10.12,06:49:00,17:46:00
248,1475039425,27-09-2016,19:10:25,2.179272624,52,30.39,95,183.01,2.25,06:13:00,18:15:00
249,1482567650,23-12-2016,22:20:50,-2.023843109,49,,37,158.92,10.12,06:54:00,17:50:00
250,1473659122,11-09-2016,19:45:22,-4.908656201,54,30.49,93,59.63,0,06:09:00,18:29:00
251,1477833618,30-10-2016,03:20:18,-11.86114628,48,30.4,102,102.2,5.62,06:23:00,17:49:00
252,1482286217,20-12-2016,16:10:17,344.893163,56,30.48,61,33.74,6.75,06:52:00,17:48:00
253,1480217418,26-11-2016,17:30:18,34.94072283,54,30.44,29,50.19,12.37,06:38:00,17:42:00
254,1483140304,30-12-2016,13:25:04,409.3300741,50,30.29,76,349.91,6.75,06:57:00,17:54:00
255,1476714620,17-10-2016,04:30:20,6.856511186,48,30.44,36,166.38,,06:18:00,17:58:00
256,1477564518,27-10-2016,00:35:18,6.25502073,46,30.42,55,159.44,7.87,06:22:00,17:51:00
257,1472860507,02-09-2016,13:55:07,982.0596747,62,30.44,70,108.21,10.12,06:07:00,18:37:00
258,1477693819,28-10-2016,12:30:19,450.7351958,50,30.4,,45.73,5.62,06:22:00,17:51:00
